profile_id,profile_split,visit_namespace,budget,keep_ratio,deployment_repeats,diagnostic_metric_samples,policy_generator,guidance_target_source,guidance_pseudo_target_samples,guidance_pseudo_target_mean_confidence,guidance_pseudo_target_attacker_agreement,generated_traces,raw_bandwidth_overhead,raw_real_packet_retention,df_input_real_packet_retention,rf_input_real_packet_retention,visible_dummy_overhead,clip_rate,delay_overhead,allowed_mask_violation_rate,template_entropy,dummy_outgoing_share,dummy_incoming_share,nonzero_policy_cells,v1_mode_usage_entropy,tam_raw_l1_shift_per_clean_packet,tam_distribution_l1_shift,tam_cosine_distance,tam_outgoing_distribution_l1_shift,tam_incoming_distribution_l1_shift,tam_added_count_ratio,prefix_policy_df_entropy,prefix_policy_df_max_confidence,prefix_policy_df_margin,prefix_policy_df_label_free_pressure,prefix_policy_rf_entropy,prefix_policy_rf_max_confidence,prefix_policy_rf_margin,prefix_policy_rf_label_free_pressure,prefix_policy_label_free_attack_pressure,prefix_policy_label_free_row_worst_pressure,prefix_policy_label_free_mean_entropy,prefix_policy_label_free_worst_max_confidence,prefix_policy_label_free_worst_margin,surrogate_df_accuracy,surrogate_df_entropy,surrogate_df_max_confidence,surrogate_df_margin,surrogate_df_label_free_pressure,surrogate_rf_accuracy,surrogate_rf_entropy,surrogate_rf_max_confidence,surrogate_rf_margin,surrogate_rf_label_free_pressure,surrogate_ensemble_mean_accuracy,surrogate_ensemble_worst_accuracy,surrogate_ensemble_mean_entropy,surrogate_ensemble_worst_max_confidence,surrogate_ensemble_worst_margin,surrogate_ensemble_worst_label_free_pressure,surrogate_label_free_attack_pressure,surrogate_defended_accuracy,refinement_utility_before,refinement_utility_after,refinement_risk_before,refinement_risk_after,refinement_accepted_fraction,preference_guard_risk_before,preference_guard_risk_after,preference_guard_accepted_fraction,selection_label_free_surrogate_pressure,selection_rendered_label_free_surrogate_pressure,selection_rf_label_free_surrogate_pressure,selection_rendered_rf_accuracy,selection_fixed_probe_reliable,selection_fixed_probe_reliable_accuracy,selection_fixed_rf_probe_reliable,selection_fixed_rf_probe_reliable_accuracy,selection_budget_proxy,selection_score_fixed_probe,selection_score_fixed_probe_penalty,selection_score_rendered_rf_accuracy_penalty,selection_score_diagnostic_accuracy_penalty,selection_attack_pressure,selection_attack_accuracy,selection_score,selection_quality_gate,selection_quality_gate_passed,selection_label_free_gate,selection_label_free_gate_passed,selection_diagnostic_attack_accuracy_gate,selection_diagnostic_attack_accuracy_gate_passed,selection_rendered_rf_accuracy_gate,selection_rendered_rf_accuracy_gate_passed,selection_reliable_fixed_probe_accuracy_gate,selection_reliable_fixed_probe_accuracy_gate_passed,selection_uses_diagnostic_accuracy_gate,selection_all_quality_gates_passed,selection_guard_best_pressure,selection_guard_limit,selection_guard_eligible,selection_policy_valid,selection_used_quality_fallback
validation_000,validation,pareto-b0.30-k1.00,0.3,1.0,1,10564,diffusion,frozen_surrogate_observed_prefix_pseudo_label,10564.0,0.5577957034111023,0.7206076979637146,10564,0.30000680685043335,1.0,0.9537640797705126,1.0,0.28989679560839815,0.13829988640666413,0.0,0.0,0.4603924471149008,0.939001341556076,0.06099865855690108,54.549129117758426,0.971099724397517,0.3500872552394867,0.23466645181179047,0.17340977489948273,0.5246739387512207,0.04011408984661102,0.3500872552394867,0.37314290516938914,0.5364139868945887,0.3943186456429963,0.5470018537714372,0.6579198081219841,0.35590787480745023,0.26786308021583327,0.1608795098669824,0.5470018537714372,0.6703250408172607,0.5155313566456866,0.5364139868945887,0.3943186456429963,0.23305566073457024,0.2744758984653032,0.640841866365575,0.5041585275053482,0.7556831808855975,0.38953048087845515,0.5357180750988415,0.4715340345567575,0.37215423026530864,0.38975211213999106,0.3112930708065127,0.38953048087845515,0.40509698678207234,0.640841866365575,0.5041585275053482,0.7556831808855975,0.7556831808855975,0.38953048087845515,1.7703426129518587,1.7802088731355998,0.9802876467423431,0.9262207539388614,0.5501134644478064,0.9542016478511822,0.88095902989417,0.5250567322239031,0.5470018537714372,0.7556831808855975,0.38975211213999106,0.38953048087845515,0,0.0,0,0.0,0.3,-0.0,0.0,-0.0,-0.0,0.7556831808855975,0.38953048087845515,-0.8300786170937199,0.45,0,0.45,0,0.4,1,0.4,1,0.4,1,1,0,0.7556831808855975,0.7756831808855975,1,0,1
